"idBioticoColuna";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"doc";"toc";"poc";"densidadeBacteria";"biomassaBacteria";"clorofilaA";"biomassaCarbonoTotalFito";"densidadeTotalFito";"biomassaZoo";"densidadeTotalZoo"
"27";"1202";"12136";"2004-11-20";\N;"6";"0.7594000101";"0.804700017";"0.0452999994";"4.170000076293945";"34.9651985168457";"3021";\N;\N;\N;\N
"28";"1202";"12136";"2004-11-20";\N;"12";"0.8683000207";"0.9387000203";"0.0703999996";"4.590000152587891";"36.4010009765625";"2852";\N;\N;\N;\N
"29";"1202";"12136";"2004-11-20";\N;"40";"0.8199999928";"0.8331000209";"0.0131000001";"2.109999895095825";"0.60316902399063";"169";\N;\N;\N;\N
"30";"1202";"12136";"2004-11-20";\N;"60";"0.7172999978";"0.7416999936";"0.0243999995";"2.289999961853027";"0.54286998510361";"207";\N;\N;\N;\N
"31";"1205";"12136";"2005-03-18";\N;"0";"0.9835000038";"1.4493000507";"0.4657999873";"3.160000085830688";"53.9747009277344";"4839";"224.8000030517578";"59.49800109863281";"224.80000305";"59.49800109863281"
"32";"1205";"12136";"2005-03-18";\N;"5";"1.3157999516";"1.4010000229";"0.0851999968";"5.300000190734863";"41.3269996643066";"2837";\N;\N;\N;\N
"33";"1205";"12136";"2005-03-18";\N;"10";"1.0038000345";"1.5529999733";"0.5491999984";"4.699999809265137";"37.9283981323242";"2791";\N;\N;\N;\N
"34";"1205";"12136";"2005-03-18";\N;"30";"1.2832000256";"1.6513999701";"0.3682000041";"3.119999885559082";"4.84232997894287";"320";\N;\N;\N;\N
"35";"1205";"12136";"2005-03-18";\N;"75";"1.5767999887";\N;\N;"0.879999995231628";"0.10910499840975";"56";\N;\N;\N;\N
"36";"1208";"12136";"2005-08-25";\N;"0";"1.1173000336";"1.9580999613";"0.8407999873";"3.244999885559082";"36.4011001586914";"2845";"103.25800323486328";"23.1299991607666";"103.25800323";"23.1299991607666"
"37";"1208";"12136";"2005-08-25";\N;"7";"0.9132999778";"0.9261999726";"0.0129000004";"2.940000057220459";"7.29195022583008";"1339";\N;\N;\N;\N
"38";"1208";"12136";"2005-08-25";\N;"14";"1.0745999813";"1.3243999481";"0.2497999966";"3.694999933242798";"7.69243001937866";"698";\N;\N;\N;\N
"39";"1208";"12136";"2005-08-25";\N;"42";"0.7972999811";"0.9635999799";"0.1662999988";"2.795000076293945";"5.50367021560669";"527";\N;\N;\N;\N
"40";"1208";"12136";"2005-08-25";\N;"93";"0.8467000127";"0.8744000196";"0.0276999995";"1.899999976158142";"0.03881790116429";"94";\N;\N;\N;\N
"41";"1205";"12146";"2005-03-20";\N;"0";"1.0029000044";"1.2681000233";"0.2651999891";\N;\N;\N;"83.35089874267578";"42.26300048828125";"83.350898743";"42.26300048828125"
"42";"1205";"12146";"2005-03-20";\N;"6";"0.8777999878";"1.3471000195";"0.4693000019";\N;\N;\N;\N;\N;\N;\N
"43";"1205";"12146";"2005-03-20";\N;"11";"0.9064999819";"1.3042000532";"0.3977000117";\N;\N;\N;\N;\N;\N;\N
"44";"1205";"12146";"2005-03-20";\N;"20";"1.3220000267";"1.8760000467";"0.55400002";\N;\N;\N;\N;\N;\N;\N
"45";"1205";"12146";"2005-03-20";\N;"30";"1.3438999653";"1.837100029";"0.4932000041";\N;\N;\N;\N;\N;\N;\N
"46";"1208";"12146";"2005-08-25";\N;"0";"0.7236999869";"0.7501999736";"0.0264999997";"3.720000028610229";"23.0475006103516";"1904";"28.902999877929688";"14.40999984741211";"28.902999878";"14.40999984741211"
"47";"1208";"12146";"2005-08-25";\N;"7.5";"0.989199996";"1.1746000051";"0.1853999943";"2.894999980926514";"17.4589996337891";"2187";\N;\N;\N;\N
"48";"1208";"12146";"2005-08-25";\N;"15";"0.8896999955";"1.2386000156";"0.3488999903";"3.799999952316284";"32.3816986083984";"1507";\N;\N;\N;\N
"49";"1208";"12146";"2005-08-25";\N;"22.5";"1.1375000477";"1.3205000162";"0.1829999983";"2.789999961853027";"13.8633003234863";"379";\N;\N;\N;\N
"50";"1208";"12146";"2005-08-25";\N;"30";"0.7637000084";"1.0245000124";"0.260800004";"1.850000023841858";"10.9555997848511";"133";\N;\N;\N;\N
"51";"1306";"13060";"2005-03-15";\N;"0";"1.7700999975";"3.0251998901";"1.2551000118";"0.758953988552094";"15.1791000366211";"3.9900000095";\N;\N;\N;\N
"52";"1306";"13060";"2005-03-15";\N;"1.5";"2.2732999325";"2.3231999874";"0.0498999991";"0.81811797618866";"16.3624000549316";"4.1500000954";\N;\N;\N;\N
"53";"1306";"13060";"2005-03-15";\N;"8";"2.6510000229";"2.9551999569";"0.3041999936";"0.794579029083252";"15.8915996551514";"2.8800001144";\N;\N;\N;\N
"54";"1306";"13060";"2005-03-15";\N;"17";"1.9450999498";"3.4096000195";"1.4644999504";"0.807938992977142";"16.1588001251221";"2.6700000763";\N;\N;\N;\N
"55";"1306";"13060";"2005-03-15";\N;"35";"1.5405999422";"3.8761000633";"2.3355000019";"0.851835012435913";"17.0366992950439";"2.8299999237";\N;\N;\N;\N
"56";"1310";"13060";"2005-08-24";\N;"0";"1.0381000042";"1.1969000101";"0.1588000059";"1.012150049209595";"20.2430000305176";"4.4400000572";"28.15489959716797";"2401.080078125";"54.081699371";"48.12200164794922"
"57";"1310";"13060";"2005-08-24";\N;"2.5";"0.9686999917";"1.0559999943";"0.0873000026";"0.807303011417389";"16.1460990905762";"3.8350000381";"36.87649917602539";"1189.5999755859375";\N;\N
"58";"1310";"13060";"2005-08-24";\N;"5";"0.9994999766";"1.035400033";"0.0359000005";"1.18137001991272";"23.6273994445801";"3.6500000954";"16.459199905395508";"847.7999877929688";\N;\N
"59";"1310";"13060";"2005-08-24";\N;"15";"0.7039999962";"0.7325000167";"0.0285";"0.653348982334137";"13.0670003890991";"2.7650001049";"2.7193400859832764";"169.55999755859375";\N;\N
"60";"1310";"13060";"2005-08-24";\N;"26";"0.8068000078";"0.9526000023";"0.1457999945";"1.03328001499176";"20.665599822998";"2.8199999332";"11.924200057983398";"494.54998779296875";\N;\N
"61";"1302";"13103";"2004-11-18";\N;"0";"1.4060000181";"1.6583000422";"0.2522999942";"1.805699944496155";"36.1139984130859";"7.6350002289";"37.15850067138672";"3494.449951171875";"379.65100098";"147.1909942626953"
"62";"1302";"13103";"2004-11-18";\N;"2.5";"1.3015999794";"1.5454000235";"0.2437999994";"1.259699940681458";"25.1940002441406";"5.2800002098";"20.947999954223633";"3580.199951171875";\N;\N
"63";"1302";"13103";"2004-11-18";\N;"5";"1.173699975";"1.2510000467";"0.0772999972";"1.961699962615967";"39.234001159668";"6.5700001717";"94.4136962890625";"3701.5";\N;\N
"64";"1302";"13103";"2004-11-18";\N;"20";"1.0863000154";"1.4804999828";"0.3941999972";"1.903200030326843";"38.0639991760254";"3.0899999142";"0.3847630023956299";"204.10000610351562";\N;\N
"65";"1302";"13103";"2004-11-18";\N;"45";\N;\N;\N;"2.043600082397461";"40.8720016479492";"4.3899998665";"1.0536400079727173";"596";\N;\N
"66";"1306";"13103";"2005-03-15";\N;"0";"1.2618000507";"1.5406999588";"0.2788999975";"0.509573996067047";"10.191499710083";"3.0199999809";"2.9295899868011475";"143";"210.45199585";"96.78299713134766"
"67";"1306";"13103";"2005-03-15";\N;"1.5";"1.746999979";"1.7709000111";"0.0239000004";"0.655257999897003";"13.1051998138428";"3.7999999523";"23.924999237060547";"508.67999267578125";\N;\N
"68";"1306";"13103";"2005-03-15";\N;"3";"1.7503999472";"1.8135000467";"0.0631000027";"0.601182997226715";"12.023699760437";"2.9549999237";"13.006099700927734";"128.6999969482422";\N;\N
"69";"1306";"13103";"2005-03-15";\N;"20";"1.8624999523";"1.8985999823";"0.0361000001";"0.659711003303528";"13.1941995620728";"2.4900000095";"3.2951700687408447";"421.0400085449219";\N;\N
"70";"1306";"13103";"2005-03-15";\N;"40";"2.6252000332";"4.5057997704";"1.8805999756";"0.864557981491089";"17.2912006378174";"2.7249999046";"0.03808140009641647";"55.91999816894531";\N;\N
"71";"1310";"13103";"2005-08-22";\N;"0";"1.1710000038";"1.4977999926";"0.3267999887";"0.719510972499847";"14.3901996612549";"3.625";"25.842100143432617";"1211.4000244140625";"11.89470005";"5.489999771118164"
"72";"1310";"13103";"2005-08-22";\N;"5";"1.231400013";"1.2726999521";"0.0412999988";"0.808574974536896";"16.1714992523193";"3.2349998951";"39.266300201416016";"1569.4300537109375";\N;\N
"73";"1310";"13103";"2005-08-22";\N;"10";"1.0806000233";"1.1467000246";"0.0661000013";"0.969527006149292";"19.3904991149902";"4.4400000572";"13.670599937438965";"1020.5";\N;\N
"74";"1310";"13103";"2005-08-22";\N;"25";"0.8593000174";"1.236199975";"0.3768999875";"0.700425982475281";"14.0085000991821";"3.5250000954";"1.7282400131225586";"53.84000015258789";\N;\N
"75";"1310";"13103";"2005-08-22";\N;"60";"0.8607000113";"1.2308000326";"0.3700999916";"0.963801026344299";"19.2759990692139";"2.9449999332";"9.727629661560059";"172.6999969482422";\N;\N
"76";"1402";"14083";"2005-11-18";"16:00:00";"0.5";"1.0491000414";"1.277099967";\N;"0.394427001476288";"7.88853979110718";\N;"12.545499801635742";"415.79998779296875";"335.52999878";"70.00050354003906"
"77";"1402";"14083";"2005-11-18";"16:10:00";"5";"1.1096999645";"1.1467000246";\N;"0.331319004297256";"6.62636995315552";\N;"13.864500045776367";"485.1000061035156";\N;\N
"78";"1402";"14083";"2005-11-18";"16:20:00";"10";"1.200799942";"1.2788000107";\N;"0.331063985824585";"6.62128019332886";\N;"13.760100364685059";"608.2999877929688";\N;\N
"79";"1402";"14083";"2005-11-18";"16:30:00";"25";"1.0220999718";"1.1123000383";\N;"0.414784014225006";"8.29568958282471";\N;"2.8254199028015137";"69.30000305175781";\N;\N
"80";"1402";"14083";"2005-11-18";"16:40:00";"57";"0.9980000257";"1.1125999689";\N;"0.783001005649567";"15.6599998474121";\N;"0.03676909953355789";"7.699999809265137";\N;\N
"81";"1405";"14083";"2006-04-10";"11:50:00";"0.5";"2.035200119";"2.5629999638";\N;"0.524205982685089";"10.4841003417969";"5.5041599274";"12.545499801635742";"415.79998779296875";"81.336196899";"28.21319961547852"
"82";"1405";"14083";"2006-04-10";"12:00:00";"5";"1.4417999983";"1.481400013";\N;"0.305999010801315";"6.11997985839844";"3.2129900455";"13.864500045776367";"485.1000061035156";\N;\N
"83";"1405";"14083";"2006-04-10";"12:10:00";"10";"1.2869000435";"2.1907000542";\N;"0.316177994012833";"6.3235502243042";"3.3198699951";"13.760100364685059";"608.2999877929688";\N;\N
"84";"1405";"14083";"2006-04-10";"12:20:00";"30";"1.1503000259";"1.2412999868";\N;"0.278007000684738";"5.56015014648438";"2.919080019";"2.8254199028015137";"69.30000305175781";\N;\N
"85";"1405";"14083";"2006-04-10";"12:30:00";"50";"1.0541000366";"1.4779000282";\N;"0.333353996276855";"6.66708993911743";"3.5002200603";"0.03676909953355789";"7.699999809265137";\N;\N
"86";"1408";"14083";"2006-08-10";"14:20:00";"0.5";"1.7690999508";"2.8168001175";\N;"0.135122999548912";"2.70246005058289";"3.3299999237";"3.74849009513855";"207.24000549316406";"26.193500519";"8.919790267944336"
"87";"1408";"14083";"2006-08-10";"14:20:00";"10";"1.7546000481";"1.7628999949";\N;"0.114001996815205";"2.28004002571106";"2.8099999428";"6.994379997253418";"197.82000732421875";\N;\N
"88";"1408";"14083";"2006-08-10";"14:20:00";"20";"2.1733000278";"2.7813999653";\N;"0.116291999816895";"2.32585000991821";"2.8650000095";"9.874329566955566";"197.82000732421875";\N;\N
"89";"1408";"14083";"2006-08-10";"14:20:00";"40";"1.942800045";"2.1422998905";\N;"0.089318603277206";"1.78637003898621";"3.2850000858";"8.831850051879883";"273.17999267578125";\N;\N
"90";"1408";"14083";"2006-08-10";"14:20:00";"57";"1.6290999651";"1.6491999626";\N;"0.117564998567104";"2.35128998756409";"2.5899999142";"0.8028849959373474";"47.099998474121094";\N;\N
"91";"1502";"15179";"2005-11-21";"13:00:00";"0.5";"1.2239999771";"1.2417000532";\N;"0.303326994180679";"6.0665397644043";"2.6649999619";"347.2770080566406";"2659";"188.54499817";"61.51190185546875"
"92";"1502";"15179";"2005-11-21";"13:10:00";"10";"1.1375000477";"1.1605000496";\N;"0.260322004556656";"5.20643997192383";"2.7449998856";"22.55739974975586";"1150";\N;\N
"93";"1502";"15179";"2005-11-21";"13:20:00";"20";"1.3281999826";"1.3874000311";\N;"0.357019990682602";"7.14039993286133";"2.9349999428";"6.484280109405518";"302";\N;\N
"94";"1502";"15179";"2005-11-21";"13:30:00";"56";"1.0598000288";"1.1482000351";\N;"0.385520994663239";"7.71041011810303";"0.7200000286";"0.5587350130081177";"57";\N;\N
"95";"1502";"15179";"2005-11-21";"13:40:00";"92";"1.1733000278";"1.7645000219";\N;"0.398497998714447";"7.96997022628784";"3.8250000477";"3.460200071334839";"19";\N;\N
"96";"1505";"15179";"2006-04-03";"11:52:00";"0.5";"1.1431000233";"1.6006000042";\N;"0.327628999948502";"6.55257987976074";"3.0099999905";"8.473520278930664";"1963";"91.145797729";"48.98059844970703"
"97";"1505";"15179";"2006-04-03";"11:52:00";"9";"1.6211999655";"2.0992000103";\N;"0.293911993503571";"5.87823009490967";"3.2599999905";"38.969600677490234";"1836";\N;\N
"98";"1505";"15179";"2006-04-03";"11:52:00";"18";"1.247699976";"1.6323000193";\N;"0.410331010818481";"8.20662021636963";"3.4200000763";"9.633379936218262";"1891";\N;\N
"99";"1505";"15179";"2006-04-03";"11:52:00";"45";"1.4535000324";"0";\N;"0.41669300198555";"8.33386039733887";\N;"0.4853779971599579";"140";\N;\N
"100";"1505";"15179";"2006-04-03";"11:52:00";"90";"1.2726000547";"1.397300005";\N;"0.259557992219925";"5.19117021560669";\N;"0.14261600375175476";"99";\N;\N
"101";"1508";"15179";"2006-08-01";"12:25:00";"0.5";"1.3181999922";"1.4090000391";\N;"0.118836998939514";"2.37673997879028";"3.0299999714";"11.228599548339844";"793";"12.896300316";"5.517380237579346"
"102";"1508";"15179";"2006-08-01";"12:35:00";"2.5";"1.5394999981";"1.8214000463";\N;"0.118836998939514";"2.37673997879028";"4.5700001717";"17.447599411010742";"905";\N;\N
"103";"1508";"15179";"2006-08-01";"12:45:00";"5";"1.2832000256";"1.556499958";\N;"0.122909002006054";"2.45816993713379";"4.7350001335";"20.54789924621582";"774";\N;\N
"104";"1508";"15179";"2006-08-01";"12:55:00";"40";"1.5590000153";"1.6499999762";\N;"0.143012002110481";"2.86022996902466";"3.3399999142";"5.124509811401367";"209";\N;\N
"105";"1508";"15179";"2006-08-01";"13:05:00";"85";"1.7432999611";"6.0920000076";\N;"0.139194995164871";"2.78389000892639";"4.5050001144";"98.74199676513672";"283";\N;\N
"106";"1602";"16098";"2005-11-17";"11:13:00";"0.5";"1.1391999722";"3.3289999962";\N;"0.273808985948563";"5.4761700630188";\N;"21.954299926757812";"985.5999755859375";"69.332397461";"26.51409912109375"
"107";"1602";"16098";"2005-11-17";"11:13:00";"8";"1.399600029";"3.8582000732";\N;"0.296202003955841";"5.92403984069824";\N;"10.446499824523926";"993.2999877929688";\N;\N
"108";"1602";"16098";"2005-11-17";"11:13:00";"16";"2.0801000595";"3.7125999928";\N;"0.204083994030952";"4.0816798210144";\N;"5.077579975128174";"508.20001220703125";\N;\N
"109";"1602";"16098";"2005-11-17";"11:13:00";"26";"1.282400012";"4.1444997787";\N;"0.383738994598389";"7.6747899055481";\N;"1.4850800037384033";"115.5";\N;\N
"110";"1602";"16098";"2005-11-17";"11:13:00";"37";"2.2901000977";"4.997399807";\N;"0.634391009807587";"12.6878004074097";\N;"0.03929920122027397";"7.699999809265137";\N;\N
"111";"1605";"16098";"2006-04-11";"16:30:00";"0.5";"1.7675000429";"3.0773000717";\N;"0.425599008798599";"8.51198959350586";"3.9049999714";"14.289899826049805";"723.7999877929688";"43.507198334";"22.0452995300293"
"112";"1605";"16098";"2006-04-11";"16:40:00";"6";"1.988499999";"3.0367000103";\N;"0.512118995189667";"10.2424001693726";"3.3450000286";"5.750490188598633";"377.29998779296875";\N;\N
"113";"1605";"16098";"2006-04-11";"16:50:00";"12";"1.725200057";"3.1505999565";\N;"0.5331130027771";"10.6623001098633";"3.5150001049";"0";"392.70001220703125";\N;\N
"114";"1605";"16098";"2006-04-11";"17:00:00";"24";"1.9096000195";"3.0473001003";\N;"0.387428998947144";"7.74857997894287";"2.5099999905";"47.013099670410156";"1305.5999755859375";\N;\N
"115";"1605";"16098";"2006-04-11";"17:10:00";"36";"1.8411999941";"3.8348999023";\N;"0.433232992887497";"8.66466999053955";\N;"2.490180015563965";"84.69999694824219";\N;\N
"116";"1608";"16098";"2006-08-08";"10:40:00";"0.5";"1.559499979";"3.1479001045";\N;"0.102805003523827";"2.05610990524292";"3.0550000668";"12.654500007629395";"235.5";"32.88079834";"49.98440170288086"
"117";"1608";"16098";"2006-08-08";"11:00:00";"11";"1.3586000204";"3.2330999374";\N;"0.167440995573997";"3.34880995750427";"2.4649999142";"14.923100471496582";"301.44000244140625";\N;\N
"118";"1608";"16098";"2006-08-08";"11:10:00";"22";"1.5242999792";"3.5125999451";\N;"0.164132997393608";"3.28264999389648";"3.0850000381";"2.0014801025390625";"113.04000091552734";\N;\N
"119";"1608";"16098";"2006-08-08";"11:20:00";"40";"1.7412999868";"3.7381000519";\N;"0.09491690248251";"1.89833998680115";"2.8099999428";"3.7876598834991455";"94.19999694824219";\N;\N
"120";"1608";"16098";"2006-08-08";"11:30:00";"55";"1.7441999912";"3.7474000454";\N;"0.117564998567104";"2.35128998756409";"3.6549999714";\N;\N;\N;\N
