"idDadosRepresa";"idReservatorio";"dataMedida";"nivelReservatorio";"volUtilReservatorio";"porVolUtilReservatorio";"geracao";"vazaoAfluente";"vazaoDefluente";"produtividade";"vazaoTurbinada";"vazaoVertida";"vazaoTurbinadaVazio"
"741";"10";"2006-10-09";"283.9700012207031";\N;\N;\N;"64";"143";\N;"143";"0";\N
"742";"10";"2006-10-10";"283.9500122070312";\N;\N;\N;"72";"151";\N;"125";"26";\N
"743";"10";"2006-10-11";"283.9400024414062";\N;\N;\N;"113";"152";\N;"152";"0";\N
"744";"10";"2006-10-12";"283.9400024414062";\N;\N;\N;"153";"153";\N;"153";"0";\N
"745";"10";"2006-10-13";"283.9500122070312";\N;\N;\N;"193";"154";\N;"154";"0";\N
"746";"10";"2006-10-14";"283.9500122070312";\N;\N;\N;"154";"154";\N;"154";"0";\N
"747";"10";"2006-10-15";"283.9400024414062";\N;\N;\N;"114";"154";\N;"154";"0";\N
"748";"10";"2006-10-16";"283.9500122070312";\N;\N;\N;"193";"154";\N;"154";"0";\N
"749";"10";"2006-10-17";"283.989990234375";\N;\N;\N;"319";"161";\N;"161";"0";\N
"750";"10";"2006-10-18";"283.989990234375";\N;\N;\N;"162";"162";\N;"162";"0";\N
"751";"10";"2006-10-19";"283.9700012207031";\N;\N;\N;"83";"162";\N;"162";"0";\N
"752";"10";"2006-10-20";"283.9500122070312";\N;\N;\N;"83";"162";\N;"162";"0";\N
"753";"10";"2006-10-21";"283.9400024414062";\N;\N;\N;"123";"162";\N;"162";"0";\N
"754";"10";"2006-10-22";"283.9700012207031";\N;\N;\N;"281";"162";\N;"162";"0";\N
"755";"10";"2006-10-23";"283.989990234375";\N;\N;\N;"236";"157";\N;"157";"0";\N
"756";"10";"2006-10-24";"283.9700012207031";\N;\N;\N;"82";"161";\N;"161";"0";\N
"757";"10";"2006-10-25";"283.989990234375";\N;\N;\N;"241";"162";\N;"162";"0";\N
"758";"10";"2006-10-26";"283.9700012207031";\N;\N;\N;"88";"167";\N;"167";"0";\N
"759";"10";"2006-10-27";"283.9500122070312";\N;\N;\N;"83";"163";\N;"163";"0";\N
"760";"10";"2006-10-28";"283.9299926757812";\N;\N;\N;"84";"163";\N;"163";"0";\N
"761";"10";"2006-10-29";"283.9100036621094";\N;\N;\N;"83";"162";\N;"162";"0";\N
"762";"10";"2006-10-30";"283.9200134277344";\N;\N;\N;"199";"159";\N;"127";"33";\N
"763";"10";"2006-10-31";"283.9400024414062";\N;\N;\N;"247";"168";\N;"8";"160";\N
"764";"10";"2006-11-01";"283.9100036621094";\N;\N;\N;"61";"180";\N;"50";"130";\N
"765";"10";"2006-11-02";"283.9100036621094";\N;\N;\N;"152";"152";\N;"152";"0";\N
"766";"10";"2006-11-03";"283.8900146484375";\N;\N;\N;"89";"168";\N;"168";"0";\N
"767";"10";"2006-11-04";"283.8699951171875";\N;\N;\N;"90";"169";\N;"169";"0";\N
"768";"10";"2006-11-05";"283.8599853515625";\N;\N;\N;"109";"150";\N;"150";"0";\N
"769";"10";"2006-11-06";"283.8500061035156";\N;\N;\N;"119";"159";\N;"154";"4";\N
"770";"10";"2006-11-07";"283.8699951171875";\N;\N;\N;"276";"197";\N;"197";"0";\N
"771";"10";"2006-11-08";"283.8800048828125";\N;\N;\N;"254";"214";\N;"214";"0";\N
"772";"10";"2006-11-09";"283.9100036621094";\N;\N;\N;"324";"206";\N;"206";"0";\N
"773";"10";"2006-11-10";"283.9200134277344";\N;\N;\N;"237";"197";\N;"197";"0";\N
"774";"10";"2006-11-11";"283.8900146484375";\N;\N;\N;"79";"197";\N;"197";"0";\N
"775";"10";"2006-11-12";"283.8599853515625";\N;\N;\N;"79";"197";\N;"197";"0";\N
"776";"10";"2006-11-13";"283.8399963378906";\N;\N;\N;"119";"198";\N;"198";"0";\N
"777";"10";"2006-11-14";"283.7900085449219";\N;\N;\N;"0";"197";\N;"197";"0";\N
"778";"10";"2006-11-15";"283.7900085449219";\N;\N;\N;"198";"198";\N;"198";"0";\N
"779";"10";"2006-11-16";"283.7200012207031";\N;\N;\N;"0";"198";\N;"198";"0";\N
"780";"10";"2006-11-17";"283.6799926757812";\N;\N;\N;"40";"198";\N;"198";"0";\N
"781";"10";"2006-11-18";"283.6600036621094";\N;\N;\N;"119";"198";\N;"198";"0";\N
"782";"10";"2006-11-19";"283.6199951171875";\N;\N;\N;"57";"215";\N;"99";"115";\N
"783";"10";"2006-11-20";"283.5899963378906";\N;\N;\N;"79";"197";\N;"197";"0";\N
"784";"10";"2006-11-21";"283.5700073242188";\N;\N;\N;"120";"199";\N;"199";"0";\N
"785";"10";"2006-11-22";"283.5400085449219";\N;\N;\N;"81";"199";\N;"199";"0";\N
"786";"10";"2006-11-23";"283.510009765625";\N;\N;\N;"81";"200";\N;"200";"0";\N
"787";"10";"2006-11-24";"283.4800109863281";\N;\N;\N;"81";"199";\N;"199";"0";\N
"788";"10";"2006-11-25";"283.4400024414062";\N;\N;\N;"41";"200";\N;"200";"0";\N
"789";"10";"2006-11-26";"283.4400024414062";\N;\N;\N;"188";"188";\N;"188";"0";\N
"790";"10";"2006-11-27";"283.4299926757812";\N;\N;\N;"160";"199";\N;"199";"0";\N
"791";"10";"2006-11-28";"283.4100036621094";\N;\N;\N;"120";"199";\N;"199";"0";\N
"792";"10";"2006-11-29";"283.4400024414062";\N;\N;\N;"318";"199";\N;"199";"0";\N
"793";"10";"2006-11-30";"283.4200134277344";\N;\N;\N;"117";"196";\N;"196";"0";\N
"794";"10";"2006-12-01";"283.4599914550781";\N;\N;\N;"358";"199";\N;"199";"0";\N
"795";"10";"2006-12-02";"283.5400085449219";\N;\N;\N;"515";"199";\N;"199";"0";\N
"796";"10";"2006-12-03";"283.5400085449219";\N;\N;\N;"182";"182";\N;"182";"0";\N
"797";"10";"2006-12-04";"283.5899963378906";\N;\N;\N;"396";"199";\N;"199";"1";\N
"798";"10";"2006-12-05";"283.5799865722656";\N;\N;\N;"169";"208";\N;"208";"0";\N
"799";"10";"2006-12-06";"283.5599975585938";\N;\N;\N;"153";"232";\N;"232";"0";\N
"800";"10";"2006-12-07";"283.5400085449219";\N;\N;\N;"153";"232";\N;"232";"0";\N
"801";"10";"2006-12-08";"283.75";\N;\N;\N;"1065";"235";\N;"235";"0";\N
"802";"10";"2006-12-09";"283.9800109863281";\N;\N;\N;"1165";"256";\N;"256";"0";\N
"803";"10";"2006-12-10";"284.0599975585938";\N;\N;\N;"630";"291";\N;"291";"0";\N
"804";"10";"2006-12-11";"284.0700073242188";\N;\N;\N;"335";"291";\N;"291";"0";\N
"805";"10";"2006-12-12";"284.0700073242188";\N;\N;\N;"277";"277";\N;"277";"0";\N
"806";"10";"2006-12-13";"284.0799865722656";\N;\N;\N;"333";"290";\N;"290";"0";\N
"807";"10";"2006-12-14";"284.0899963378906";\N;\N;\N;"327";"284";\N;"284";"0";\N
"808";"10";"2006-12-15";"284.1300048828125";\N;\N;\N;"468";"295";\N;"295";"0";\N
"809";"10";"2006-12-16";"284.1400146484375";\N;\N;\N;"338";"295";\N;"295";"0";\N
"810";"10";"2006-12-17";"284.1300048828125";\N;\N;\N;"235";"278";\N;"278";"0";\N
"811";"10";"2006-12-18";"284.1300048828125";\N;\N;\N;"278";"278";\N;"278";"0";\N
"812";"10";"2006-12-19";"284.1400146484375";\N;\N;\N;"323";"280";\N;"280";"0";\N
"813";"10";"2006-12-20";"284.1300048828125";\N;\N;\N;"248";"291";\N;"291";"0";\N
"814";"10";"2006-12-21";"284.1000061035156";\N;\N;\N;"161";"291";\N;"291";"0";\N
"815";"10";"2006-12-22";"284.0799865722656";\N;\N;\N;"205";"291";\N;"291";"0";\N
"816";"10";"2006-12-23";"284.0599975585938";\N;\N;\N;"205";"292";\N;"292";"0";\N
"817";"10";"2006-12-24";"284.0499877929688";\N;\N;\N;"214";"257";\N;"257";"0";\N
"818";"10";"2006-12-25";"284.0199890136719";\N;\N;\N;"119";"249";\N;"249";"0";\N
"819";"10";"2006-12-26";"284.010009765625";\N;\N;\N;"239";"283";\N;"283";"0";\N
"820";"10";"2006-12-27";"283.9800109863281";\N;\N;\N;"173";"295";\N;"295";"0";\N
"821";"10";"2006-12-28";"283.9299926757812";\N;\N;\N;"98";"296";\N;"296";"0";\N
"822";"10";"2006-12-29";"283.8999938964844";\N;\N;\N;"169";"288";\N;"288";"0";\N
"823";"10";"2006-12-30";"283.8699951171875";\N;\N;\N;"177";"296";\N;"296";"0";\N
"824";"10";"2006-12-31";"283.8399963378906";\N;\N;\N;"162";"280";\N;"280";"0";\N
"825";"10";"2007-01-01";"283.8399963378906";\N;\N;\N;"296";"296";\N;"296";"0";\N
"826";"10";"2007-01-02";"283.8399963378906";\N;\N;\N;"296";"296";\N;"296";"0";\N
"827";"10";"2007-01-03";"283.7900085449219";\N;\N;\N;"92";"289";\N;"289";"0";\N
"828";"10";"2007-01-04";"283.760009765625";\N;\N;\N;"160";"279";\N;"279";"0";\N
"829";"10";"2007-01-05";"283.7300109863281";\N;\N;\N;"172";"291";\N;"291";"0";\N
"830";"10";"2007-01-06";"283.739990234375";\N;\N;\N;"284";"245";\N;"245";"0";\N
"831";"10";"2007-01-07";"283.8399963378906";\N;\N;\N;"621";"226";\N;"226";"0";\N
"832";"10";"2007-01-08";"283.8900146484375";\N;\N;\N;"423";"225";\N;"225";"0";\N
"833";"10";"2007-01-09";"283.9100036621094";\N;\N;\N;"319";"240";\N;"62";"178";\N
"834";"10";"2007-01-10";"283.9100036621094";\N;\N;\N;"260";"260";\N;"60";"200";\N
"835";"10";"2007-01-11";"283.9100036621094";\N;\N;\N;"261";"261";\N;"119";"142";\N
"836";"10";"2007-01-12";"283.9100036621094";\N;\N;\N;"158";"158";\N;"58";"100";\N
"837";"10";"2007-01-13";"283.9200134277344";\N;\N;\N;"198";"159";\N;"59";"100";\N
"838";"10";"2007-01-14";"283.9299926757812";\N;\N;\N;"198";"159";\N;"59";"100";\N
"839";"10";"2007-01-15";"283.9400024414062";\N;\N;\N;"198";"159";\N;"59";"100";\N
"840";"10";"2007-01-16";"283.9500122070312";\N;\N;\N;"202";"163";\N;"121";"0";\N
"841";"10";"2007-01-17";"283.9500122070312";\N;\N;\N;"212";"212";\N;"212";"0";\N
"842";"10";"2007-01-18";"283.9500122070312";\N;\N;\N;"214";"214";\N;"214";"0";\N
"843";"10";"2007-01-19";"283.9299926757812";\N;\N;\N;"136";"215";\N;"215";"0";\N
"844";"10";"2007-01-20";"283.9299926757812";\N;\N;\N;"215";"215";\N;"215";"0";\N
"845";"10";"2007-01-21";"283.9299926757812";\N;\N;\N;"215";"215";\N;"215";"0";\N
"846";"10";"2007-01-22";"283.9100036621094";\N;\N;\N;"136";"215";\N;"215";"0";\N
"847";"10";"2007-01-23";"283.8999938964844";\N;\N;\N;"141";"181";\N;"181";"0";\N
"848";"10";"2007-01-24";"283.9700012207031";\N;\N;\N;"423";"146";\N;"146";"0";\N
"849";"10";"2007-01-25";"284";\N;\N;\N;"263";"145";\N;"145";"0";\N
"850";"10";"2007-01-26";"284.010009765625";\N;\N;\N;"188";"144";\N;"144";"0";\N
"851";"10";"2007-01-27";"284.0499877929688";\N;\N;\N;"318";"144";\N;"144";"0";\N
"852";"10";"2007-01-28";"284.0899963378906";\N;\N;\N;"318";"144";\N;"144";"0";\N
"853";"10";"2007-01-29";"284.1600036621094";\N;\N;\N;"447";"144";\N;"144";"0";\N
"854";"10";"2007-01-30";"284.2799987792969";\N;\N;\N;"663";"144";\N;"144";"0";\N
"855";"10";"2007-01-31";"284.3999938964844";\N;\N;\N;"664";"144";\N;"144";"0";\N
"856";"10";"2007-02-01";"284.489990234375";\N;\N;\N;"555";"166";\N;"166";"0";\N
"857";"10";"2007-02-02";"284.5499877929688";\N;\N;\N;"453";"193";\N;"193";"0";\N
"858";"10";"2007-02-03";"284.5899963378906";\N;\N;\N;"403";"230";\N;"230";"0";\N
"859";"10";"2007-02-04";"284.760009765625";\N;\N;\N;"986";"250";\N;"250";"0";\N
"860";"10";"2007-02-05";"284.8599853515625";\N;\N;\N;"721";"288";\N;"288";"0";\N
"861";"10";"2007-02-06";"284.8800048828125";\N;\N;\N;"374";"288";\N;"288";"0";\N
"862";"10";"2007-02-07";"284.9800109863281";\N;\N;\N;"720";"287";\N;"287";"0";\N
"863";"10";"2007-02-08";"284.989990234375";\N;\N;\N;"331";"287";\N;"287";"0";\N
"864";"10";"2007-02-09";"285.0199890136719";\N;\N;\N;"400";"276";\N;"276";"0";\N
"865";"10";"2007-02-10";"285.0199890136719";\N;\N;\N;"274";"274";\N;"274";"0";\N
"866";"10";"2007-02-11";"285.0299987792969";\N;\N;\N;"319";"279";\N;"279";"0";\N
"867";"10";"2007-02-12";"285.0400085449219";\N;\N;\N;"314";"274";\N;"274";"1";\N
"868";"10";"2007-02-13";"285.1799926757812";\N;\N;\N;"820";"253";\N;"253";"4";\N
"869";"10";"2007-02-14";"285.2999877929688";\N;\N;\N;"726";"239";\N;"239";"4";\N
"870";"10";"2007-02-15";"285.3399963378906";\N;\N;\N;"448";"286";\N;"286";"0";\N
"871";"10";"2007-02-16";"285.3500061035156";\N;\N;\N;"317";"276";\N;"276";"0";\N
"872";"10";"2007-02-17";"285.3999938964844";\N;\N;\N;"489";"286";\N;"286";"0";\N
"873";"10";"2007-02-18";"285.5299987792969";\N;\N;\N;"815";"288";\N;"156";"5";\N
"874";"10";"2007-02-19";"285.6199951171875";\N;\N;\N;"650";"285";\N;"285";"0";\N
"875";"10";"2007-02-20";"285.6600036621094";\N;\N;\N;"429";"267";\N;"267";"0";\N
"876";"10";"2007-02-21";"285.6700134277344";\N;\N;\N;"326";"285";\N;"285";"0";\N
"877";"10";"2007-02-22";"285.6900024414062";\N;\N;\N;"367";"286";\N;"286";"0";\N
"878";"10";"2007-02-23";"285.7200012207031";\N;\N;\N;"393";"272";\N;"272";"0";\N
"879";"10";"2007-02-24";"285.7300109863281";\N;\N;\N;"323";"284";\N;"284";"0";\N
"880";"10";"2007-02-25";"285.739990234375";\N;\N;\N;"324";"283";\N;"158";"4";\N
"881";"10";"2007-02-26";"285.7200012207031";\N;\N;\N;"205";"286";\N;"286";"0";\N
"882";"10";"2007-02-27";"285.7200012207031";\N;\N;\N;"286";"286";\N;"286";"0";\N
"883";"10";"2007-02-28";"285.7699890136719";\N;\N;\N;"478";"275";\N;"275";"0";\N
"884";"10";"2007-03-01";"285.7699890136719";\N;\N;\N;"272";"272";\N;"272";"0";\N
"885";"10";"2007-03-02";"285.7799987792969";\N;\N;\N;"325";"284";\N;"284";"0";\N
"886";"10";"2007-03-03";"285.7699890136719";\N;\N;\N;"225";"265";\N;"265";"0";\N
"887";"10";"2007-03-04";"285.739990234375";\N;\N;\N;"162";"284";\N;"284";"0";\N
"888";"10";"2007-03-05";"285.739990234375";\N;\N;\N;"241";"241";\N;"239";"2";\N
"889";"10";"2007-03-06";"285.739990234375";\N;\N;\N;"133";"133";\N;"101";"33";\N
"890";"10";"2007-03-07";"285.739990234375";\N;\N;\N;"133";"133";\N;"95";"38";\N
"891";"10";"2007-03-08";"285.75";\N;\N;\N;"190";"150";\N;"150";"0";\N
"892";"10";"2007-03-09";"285.75";\N;\N;\N;"150";"150";\N;"150";"0";\N
"893";"10";"2007-03-10";"285.75";\N;\N;\N;"150";"150";\N;"150";"0";\N
"894";"10";"2007-03-11";"285.739990234375";\N;\N;\N;"103";"144";\N;"78";"66";\N
"895";"10";"2007-03-12";"285.739990234375";\N;\N;\N;"148";"148";\N;"148";"0";\N
"896";"10";"2007-03-13";"285.739990234375";\N;\N;\N;"147";"147";\N;"147";"0";\N
"897";"10";"2007-03-14";"285.739990234375";\N;\N;\N;"148";"148";\N;"148";"0";\N
"898";"10";"2007-03-15";"285.739990234375";\N;\N;\N;"150";"150";\N;"150";"0";\N
"899";"10";"2007-03-16";"285.739990234375";\N;\N;\N;"150";"150";\N;"150";"0";\N
"900";"10";"2007-03-17";"285.8699951171875";\N;\N;\N;"677";"150";\N;"150";"0";\N
"901";"10";"2007-03-18";"285.9700012207031";\N;\N;\N;"555";"149";\N;"149";"0";\N
"902";"10";"2007-03-19";"286.0199890136719";\N;\N;\N;"354";"149";\N;"149";"0";\N
"903";"10";"2007-03-20";"286.0499877929688";\N;\N;\N;"274";"149";\N;"149";"0";\N
"904";"10";"2007-03-21";"286.1700134277344";\N;\N;\N;"648";"149";\N;"149";"0";\N
"905";"10";"2007-03-22";"286.3500061035156";\N;\N;\N;"897";"149";\N;"149";"0";\N
"906";"10";"2007-03-23";"286.4200134277344";\N;\N;\N;"496";"205";\N;"205";"0";\N
"907";"10";"2007-03-24";"286.489990234375";\N;\N;\N;"534";"243";\N;"243";"0";\N
"908";"10";"2007-03-25";"286.489990234375";\N;\N;\N;"282";"282";\N;"282";"0";\N
"909";"10";"2007-03-26";"286.4700012207031";\N;\N;\N;"199";"283";\N;"283";"0";\N
"910";"10";"2007-03-27";"286.4599914550781";\N;\N;\N;"241";"283";\N;"283";"0";\N
"911";"10";"2007-03-28";"286.4299926757812";\N;\N;\N;"158";"283";\N;"283";"0";\N
"912";"10";"2007-03-29";"286.3999938964844";\N;\N;\N;"158";"283";\N;"283";"0";\N
"913";"10";"2007-03-30";"286.3699951171875";\N;\N;\N;"158";"283";\N;"283";"0";\N
"914";"10";"2007-03-31";"286.3399963378906";\N;\N;\N;"125";"250";\N;"250";"0";\N
"915";"10";"2007-04-01";"286.3200073242188";\N;\N;\N;"130";"213";\N;"213";"0";\N
"916";"10";"2007-04-02";"286.3099975585938";\N;\N;\N;"164";"206";\N;"206";"0";\N
"917";"10";"2007-04-03";"286.2799987792969";\N;\N;\N;"81";"205";\N;"205";"0";\N
"918";"10";"2007-04-04";"286.2699890136719";\N;\N;\N;"164";"205";\N;"205";"0";\N
"919";"10";"2007-04-05";"286.260009765625";\N;\N;\N;"164";"206";\N;"206";"0";\N
"920";"10";"2007-04-06";"286.25";\N;\N;\N;"164";"206";\N;"206";"0";\N
"921";"10";"2007-04-07";"286.239990234375";\N;\N;\N;"132";"174";\N;"174";"0";\N
"922";"10";"2007-04-08";"286.239990234375";\N;\N;\N;"173";"173";\N;"173";"0";\N
"923";"10";"2007-04-09";"286.239990234375";\N;\N;\N;"183";"183";\N;"183";"0";\N
"924";"10";"2007-04-10";"286.2200012207031";\N;\N;\N;"104";"191";\N;"191";"0";\N
"925";"10";"2007-04-11";"286.2099914550781";\N;\N;\N;"149";"191";\N;"191";"0";\N
"926";"10";"2007-04-12";"286.1900024414062";\N;\N;\N;"109";"192";\N;"192";"0";\N
"927";"10";"2007-04-13";"286.1700134277344";\N;\N;\N;"108";"191";\N;"191";"0";\N
"928";"10";"2007-04-14";"286.1499938964844";\N;\N;\N;"108";"191";\N;"191";"0";\N
"929";"10";"2007-04-15";"286.1300048828125";\N;\N;\N;"108";"191";\N;"191";"0";\N
"930";"10";"2007-04-16";"286.1099853515625";\N;\N;\N;"108";"191";\N;"191";"0";\N
"931";"10";"2007-04-17";"286.0899963378906";\N;\N;\N;"9";"175";\N;"175";"0";\N
"932";"10";"2007-04-18";"286.0799865722656";\N;\N;\N;"133";"174";\N;"174";"0";\N
"933";"10";"2007-04-19";"286.0599975585938";\N;\N;\N;"91";"174";\N;"174";"0";\N
"934";"10";"2007-04-20";"286.0400085449219";\N;\N;\N;"91";"174";\N;"174";"0";\N
"935";"10";"2007-04-21";"286.0299987792969";\N;\N;\N;"133";"174";\N;"174";"0";\N
"936";"10";"2007-04-22";"286.010009765625";\N;\N;\N;"91";"174";\N;"174";"0";\N
"937";"10";"2007-04-23";"286";\N;\N;\N;"105";"147";\N;"147";"0";\N
"938";"10";"2007-04-24";"285.9599914550781";\N;\N;\N;"0";"147";\N;"147";"0";\N
"939";"10";"2007-04-25";"285.9400024414062";\N;\N;\N;"66";"147";\N;"147";"0";\N
"940";"10";"2007-04-26";"285.9200134277344";\N;\N;\N;"67";"148";\N;"148";"0";\N
"941";"10";"2007-04-27";"285.9400024414062";\N;\N;\N;"229";"148";\N;"148";"0";\N
"942";"10";"2007-04-28";"286.0599975585938";\N;\N;\N;"633";"141";\N;"141";"0";\N
"943";"10";"2007-04-29";"286.0400085449219";\N;\N;\N;"57";"140";\N;"140";"0";\N
"944";"10";"2007-04-30";"286.0400085449219";\N;\N;\N;"140";"140";\N;"140";"0";\N
"945";"10";"2007-05-01";"286.0400085449219";\N;\N;\N;"131";"131";\N;"131";"0";\N
"946";"10";"2007-05-02";"286.0299987792969";\N;\N;\N;"90";"132";\N;"132";"0";\N
"947";"10";"2007-05-03";"286.010009765625";\N;\N;\N;"48";"131";\N;"131";"0";\N
"948";"10";"2007-05-04";"285.989990234375";\N;\N;\N;"49";"131";\N;"131";"0";\N
"949";"10";"2007-05-05";"285.9800109863281";\N;\N;\N;"91";"131";\N;"131";"0";\N
"950";"10";"2007-05-06";"285.9400024414062";\N;\N;\N;"0";"132";\N;"132";"0";\N
"951";"10";"2007-05-07";"285.9200134277344";\N;\N;\N;"51";"132";\N;"132";"0";\N
"952";"10";"2007-05-08";"285.8999938964844";\N;\N;\N;"51";"132";\N;"132";"0";\N
"953";"10";"2007-05-09";"285.8800048828125";\N;\N;\N;"48";"129";\N;"129";"0";\N
"954";"10";"2007-05-10";"285.8500061035156";\N;\N;\N;"10";"132";\N;"132";"0";\N
"955";"10";"2007-05-11";"285.8500061035156";\N;\N;\N;"132";"132";\N;"132";"0";\N
"956";"10";"2007-05-12";"285.8399963378906";\N;\N;\N;"91";"132";\N;"132";"0";\N
"957";"10";"2007-05-13";"285.8200073242188";\N;\N;\N;"51";"132";\N;"132";"0";\N
"958";"10";"2007-05-14";"285.7999877929688";\N;\N;\N;"51";"132";\N;"132";"0";\N
"959";"10";"2007-05-15";"285.7999877929688";\N;\N;\N;"132";"132";\N;"132";"0";\N
"960";"10";"2007-05-16";"285.7699890136719";\N;\N;\N;"12";"133";\N;"133";"0";\N
"961";"10";"2007-05-17";"285.7699890136719";\N;\N;\N;"133";"133";\N;"133";"0";\N
"962";"10";"2007-05-18";"285.75";\N;\N;\N;"51";"132";\N;"132";"0";\N
"963";"10";"2007-05-19";"285.7200012207031";\N;\N;\N;"10";"132";\N;"132";"0";\N
"964";"10";"2007-05-20";"285.7200012207031";\N;\N;\N;"132";"132";\N;"132";"0";\N
"965";"10";"2007-05-21";"285.7000122070312";\N;\N;\N;"51";"132";\N;"132";"0";\N
"966";"10";"2007-05-22";"285.6700134277344";\N;\N;\N;"10";"132";\N;"132";"0";\N
"967";"10";"2007-05-23";"285.6700134277344";\N;\N;\N;"131";"131";\N;"131";"0";\N
"968";"10";"2007-05-24";"285.6600036621094";\N;\N;\N;"90";"131";\N;"131";"0";\N
"969";"10";"2007-05-25";"285.6400146484375";\N;\N;\N;"0";"131";\N;"131";"0";\N
"970";"10";"2007-05-26";"285.6300048828125";\N;\N;\N;"90";"126";\N;"132";"0";\N
"971";"10";"2007-05-27";"285.6099853515625";\N;\N;\N;"54";"135";\N;"135";"0";\N
"972";"10";"2007-05-28";"285.5899963378906";\N;\N;\N;"53";"134";\N;"134";"0";\N
"973";"10";"2007-05-29";"285.5700073242188";\N;\N;\N;"53";"134";\N;"134";"0";\N
"974";"10";"2007-05-30";"285.5599975585938";\N;\N;\N;"93";"134";\N;"134";"0";\N
"975";"10";"2007-05-31";"285.5400085449219";\N;\N;\N;"53";"134";\N;"134";"0";\N
"976";"10";"2007-06-01";"285.5199890136719";\N;\N;\N;"53";"134";\N;"134";"0";\N
"977";"10";"2007-06-02";"285.510009765625";\N;\N;\N;"94";"134";\N;"134";"0";\N
"978";"10";"2007-06-03";"285.5";\N;\N;\N;"94";"134";\N;"134";"0";\N
"979";"10";"2007-06-04";"285.4800109863281";\N;\N;\N;"53";"134";\N;"134";"0";\N
"980";"10";"2007-06-05";"285.4599914550781";\N;\N;\N;"52";"133";\N;"133";"0";\N
"981";"10";"2007-06-06";"285.4500122070312";\N;\N;\N;"92";"132";\N;"132";"0";\N
"982";"10";"2007-06-07";"285.4400024414062";\N;\N;\N;"91";"132";\N;"132";"0";\N
"983";"10";"2007-06-08";"285.4200134277344";\N;\N;\N;"51";"132";\N;"132";"0";\N
"984";"10";"2007-06-09";"285.3999938964844";\N;\N;\N;"52";"133";\N;"133";"0";\N
"985";"10";"2007-06-10";"285.4200134277344";\N;\N;\N;"215";"134";\N;"134";"0";\N
"986";"10";"2007-06-11";"285.4100036621094";\N;\N;\N;"88";"128";\N;"134";"0";\N
"987";"10";"2007-06-12";"285.3800048828125";\N;\N;\N;"12";"134";\N;"134";"0";\N
"988";"10";"2007-06-13";"285.3699951171875";\N;\N;\N;"93";"134";\N;"134";"0";\N
"989";"10";"2007-06-14";"285.3500061035156";\N;\N;\N;"53";"134";\N;"134";"0";\N
"990";"10";"2007-06-15";"285.3299865722656";\N;\N;\N;"53";"134";\N;"134";"0";\N
"991";"10";"2007-06-16";"285.3299865722656";\N;\N;\N;"134";"134";\N;"134";"0";\N
"992";"10";"2007-06-17";"285.3099975585938";\N;\N;\N;"54";"135";\N;"124";"11";\N
"993";"10";"2007-06-18";"285.2900085449219";\N;\N;\N;"52";"133";\N;"133";"0";\N
"994";"10";"2007-06-19";"285.2699890136719";\N;\N;\N;"56";"137";\N;"133";"4";\N
"995";"10";"2007-06-20";"285.25";\N;\N;\N;"71";"152";\N;"133";"19";\N
"996";"10";"2007-06-21";"285.2300109863281";\N;\N;\N;"145";"226";\N;"133";"93";\N
"997";"10";"2007-06-22";"285.2099914550781";\N;\N;\N;"145";"226";\N;"133";"93";\N
"998";"10";"2007-06-23";"285.1900024414062";\N;\N;\N;"145";"226";\N;"133";"93";\N
"999";"10";"2007-06-24";"285.1700134277344";\N;\N;\N;"145";"226";\N;"133";"93";\N
"1000";"10";"2007-06-25";"285.1600036621094";\N;\N;\N;"185";"226";\N;"133";"93";\N
"1001";"10";"2007-06-26";"285.1499938964844";\N;\N;\N;"185";"226";\N;"133";"93";\N
"1002";"10";"2007-06-27";"285.1300048828125";\N;\N;\N;"145";"226";\N;"133";"93";\N
"1003";"10";"2007-06-28";"285.1099853515625";\N;\N;\N;"145";"226";\N;"133";"93";\N
"1004";"10";"2007-06-29";"285.0899963378906";\N;\N;\N;"144";"225";\N;"133";"92";\N
"1005";"10";"2007-06-30";"285.0599975585938";\N;\N;\N;"104";"225";\N;"133";"92";\N
"1006";"10";"2007-07-01";"285.0599975585938";\N;\N;\N;"223";"223";\N;"131";"92";\N
"1007";"10";"2007-07-02";"285.0400085449219";\N;\N;\N;"144";"225";\N;"133";"92";\N
"1008";"10";"2007-07-03";"284.8399963378906";\N;\N;\N;"0";"225";\N;"133";"92";\N
"1009";"10";"2007-07-04";"284.989990234375";\N;\N;\N;"875";"225";\N;"133";"92";\N
"1010";"10";"2007-07-05";"284.989990234375";\N;\N;\N;"225";"225";\N;"133";"92";\N
"1011";"10";"2007-07-06";"284.9599914550781";\N;\N;\N;"95";"225";\N;"133";"92";\N
"1012";"10";"2007-07-07";"284.9500122070312";\N;\N;\N;"181";"224";\N;"133";"92";\N
"1013";"10";"2007-07-08";"284.9200134277344";\N;\N;\N;"93";"223";\N;"132";"92";\N
"1014";"10";"2007-07-09";"284.9200134277344";\N;\N;\N;"223";"223";\N;"132";"92";\N
"1015";"10";"2007-07-10";"284.9100036621094";\N;\N;\N;"180";"223";\N;"132";"92";\N
"1016";"10";"2007-07-11";"284.9100036621094";\N;\N;\N;"224";"224";\N;"132";"92";\N
"1017";"10";"2007-07-12";"284.8999938964844";\N;\N;\N;"181";"224";\N;"133";"92";\N
"1018";"10";"2007-07-13";"284.8800048828125";\N;\N;\N;"138";"225";\N;"133";"91";\N
